股票代码,股票名称,变动日期,变动人,变动股数,成交均价,变动后持股数,与董监高关系,董监高职务
SH603225,新凤鸣,2025-08-12,许纪忠,-5000,12.85,13505076.0,本人,董事
SH603225,新凤鸣,2025-08-12,沈健彧,-5000,12.7,13625311.0,本人,董事
SH603225,新凤鸣,2025-08-12,杨剑飞,-20000,12.88,13169727.0,本人,董事
SH603189,*ST网达,2025-08-12,冯达,-250000,21.31,12638000.0,本人,董事
SH603087,甘李药业,2025-08-12,焦娇,-27500,61.2,212500.0,本人,董事
SH603063,禾望电气,2025-08-12,周党生,-110000,41.25,3631643.0,本人,高级管理人员
SH603036,如通股份,2025-08-12,陈小锋,-19000,18.08,65500.0,本人,高级管理人员
SZ301591,肯特股份,2025-08-11,林丰,-5900,51.59,528000.0,本人,高管
SZ301428,世纪恒通,2025-08-11,陶正林,-200,40.8,498100.0,本人,董事、高管
SZ301428,世纪恒通,2025-08-11,胡海荣,-2300,40.64,732000.0,本人,监事
SZ301348,蓝箭电子,2025-08-11,李永新,-28000,21.65,1043500.0,本人,监事
SZ301300,远翔新材,2025-08-11,黄春荣,-16500,45.74,4388000.0,本人,董事
SZ301101,明月镜片,2025-08-11,谢公晚,-41800,45.03,4183300.0,本人,董事
SZ301101,明月镜片,2025-08-11,谢公兴,-41800,44.68,4116500.0,本人,董事、高管
SZ301101,明月镜片,2025-08-11,曾哲,-21500,44.66,2474500.0,本人,董秘、董事、高管
SZ300978,东箭科技,2025-08-11,马汇洋,-1436100,11.87,43941700.0,本人,董事
SZ300890,翔丰华,2025-08-11,赵东辉,-500,31.48,99000.0,本人,董事、高管
SZ300886,华业香料,2025-08-11,徐基平,-100000,29.75,11388600.0,本人,董事、高管
SZ300845,捷安高科,2025-08-11,郑乐观,-24500,11.86,29295200.0,本人,董事
SZ300816,艾可蓝,2025-08-11,刘屹,-964800,31.2,29533700.0,本人,董事
SZ300753,爱朋医疗,2025-08-11,李庆,-14900,34.26,372400.0,本人,高管
SZ300629,新劲刚,2025-08-11,邹卫峰,-30000,24.11,528700.0,本人,董事、高管
SZ300577,开润股份,2025-08-11,高晓敏,-40000,21.09,3765700.0,本人,董事、高管
SZ300577,开润股份,2025-08-11,钟治国,-9400,21.32,1525000.0,本人,董事、高管
SZ300577,开润股份,2025-08-11,范劲松,-250000,21.37,121939800.0,本人,董事、高管
SZ300512,中亚股份,2025-08-11,卢志锋,-9300,9.4,28100.0,本人,高管
SZ300466,赛摩智能,2025-08-11,厉达,-4905100,8.46,68619400.0,本人,董事
SZ300466,赛摩智能,2025-08-11,厉达,-389900,10.79,68619400.0,本人,董事
SZ300421,力星股份,2025-08-11,陈芳,-60000,17.15,2579200.0,本人,董秘、高管
SZ300421,力星股份,2025-08-11,苏银建,-260000,17.18,2357900.0,本人,高管
SZ300421,力星股份,2025-08-11,王嵘,-243500,17.15,3310700.0,本人,董事、高管
SZ300212,*ST易录,2025-08-11,林拥军,-1737100,22.96,21278900.0,本人,董事
SZ300031,宝通科技,2025-08-11,包志方,-357000,27.53,82323400.0,本人,董事、高管
SZ003020,立方制药,2025-08-11,汪琴,-10000,28.04,553700.0,本人,监事
SZ003003,天元股份,2025-08-11,罗耀东,-30000,12.7,7399100.0,本人,董秘、董事、高管
SZ002992,宝明科技,2025-08-11,巴音及合,-5000,63.28,114200.0,本人,董事、高管
SZ002992,宝明科技,2025-08-11,丁雪莲,-5000,63.0,624900.0,本人,监事
SZ002976,瑞玛精密,2025-08-11,张启胜,1200,27.01,1200.0,本人,监事
SZ002962,五方光电,2025-08-11,赵刚,-5600,15.43,17000.0,本人,董事
SZ002962,五方光电,2025-08-11,程涌,-27200,15.42,81600.0,本人,董秘
SZ002962,五方光电,2025-08-11,田泽云,-5300,15.41,15900.0,本人,董事
SZ002962,五方光电,2025-08-11,杨良成,-4200,15.41,12700.0,本人,高管
SZ002959,小熊电器,2025-08-11,刘奎,-2000,50.04,316300.0,本人,高管
SZ002943,宇晶股份,2025-08-11,杨宇红,-170800,29.36,40445400.0,本人,董事
SZ002929,润建股份,2025-08-11,许文杰,-100000,44.58,4226400.0,本人,董事、高管
SZ002599,盛通股份,2025-08-11,贾春琳,-2985000,8.7,57103700.0,本人,董事
SZ002599,盛通股份,2025-08-11,贾春琳,-195900,9.22,57103700.0,本人,董事
SZ002599,盛通股份,2025-08-11,栗延秋,-2800000,8.81,105922800.0,本人,董事、高管
SZ002599,盛通股份,2025-08-11,栗延秋,-166000,9.26,105922800.0,本人,董事、高管
SZ002397,梦洁股份,2025-08-11,李军,-100000,3.66,23519600.0,本人,董秘、董事
SZ002298,中电鑫龙,2025-08-11,束龙胜,-440000,7.78,30173000.0,本人,董事
SZ000510,新金路,2025-08-11,彭朗,-36100,5.18,408300.0,本人,董事、高管
SH688737,中自科技,2025-08-11,吴冬冬,-600,24.5,18010.0,,核心技术人员
SH688719,爱科赛博,2025-08-11,高鹏,-5000,43.88,414480.0,本人,高级管理人员
SH688719,爱科赛博,2025-08-11,李辉,-40000,43.25,3731720.0,本人,董事、高级管理人员
SH688719,爱科赛博,2025-08-11,李春龙,-206305,43.33,1361135.0,本人,董事、高级管理人员、核心技术人员
SH688719,爱科赛博,2025-08-11,张建荣,-100000,42.5,1425440.0,本人,董事、高级管理人员
SH688716,中研股份,2025-08-11,杨丽萍,-75000,47.92,620700.0,本人,董事、高级管理人员
SH688716,中研股份,2025-08-11,平仕衡,-4000,47.1,69650.0,,核心技术人员
SH688630,芯碁微装,2025-08-11,何少锋,-20000,142.88,880000.0,,核心技术人员
SH688519,南亚新材,2025-08-11,耿洪斌,-87000,45.27,1262620.0,本人,董事
SH688519,南亚新材,2025-08-11,张东,-30000,45.2,1615665.0,本人,董事
SH688409,富创精密,2025-08-11,李生智,-1420,60.78,0.0,,核心技术人员
SH688355,明志科技,2025-08-11,陆高春,-10000,20.1,108313.0,,核心技术人员
SH688355,明志科技,2025-08-11,张红亮,-2000,20.52,2700.0,,核心技术人员
SH688355,明志科技,2025-08-11,张红亮,-2000,20.32,4700.0,,核心技术人员
SH688257,新锐股份,2025-08-11,刘勇,-170000,16.97,2882171.0,本人,高级管理人员
SH688113,联测科技,2025-08-11,李锋,-1000,41.16,13143.0,,核心技术人员
SH688102,斯瑞新材,2025-08-11,周兴,-500,16.76,0.0,,核心技术人员
SH688089,嘉必优,2025-08-11,尚耘,-1000,28.5,83713.0,,核心技术人员
SH688071,华依科技,2025-08-11,潘旻,-30000,49.02,575304.0,本人,董事
SH605588,冠石科技,2025-08-11,王顺利,-6900,51.06,281350.0,本人,董事、高级管理人员
SH603876,鼎胜新材,2025-08-11,陈魏新,-91800,0.0,412740.0,本人,董事、高级管理人员
SH603876,鼎胜新材,2025-08-11,赵俊,-37800,0.0,50400.0,本人,董事
SH603876,鼎胜新材,2025-08-11,王诚,-178200,0.0,237600.0,本人,董事、高级管理人员
SH603876,鼎胜新材,2025-08-11,段云芳,-16200,0.0,21600.0,本人,董事
SH603876,鼎胜新材,2025-08-11,樊玉庆,-16200,0.0,21600.0,本人,董事
SH603876,鼎胜新材,2025-08-11,楼清,-8100,0.0,10800.0,本人,高级管理人员
SH603876,鼎胜新材,2025-08-11,张伟刚,-21600,0.0,0.0,本人,监事
SH603636,南威软件,2025-08-11,吴志雄,-530000,12.33,193831607.0,本人,董事
SH603629,利通电子,2025-08-11,施佶,-50000,24.04,933360.0,本人,高级管理人员
SH603536,惠发食品,2025-08-11,臧方运,-5000,9.48,104600.0,本人,高级管理人员
SH603269,海鸥股份,2025-08-11,刘建忠,10000,10.87,673397.0,本人,高级管理人员
SH603225,新凤鸣,2025-08-11,许纪忠,-20000,12.68,13510076.0,本人,董事
SH603225,新凤鸣,2025-08-11,沈健彧,-28400,12.64,13630311.0,本人,董事
SH603225,新凤鸣,2025-08-11,杨剑飞,-60000,12.71,13189727.0,本人,董事
SH603189,*ST网达,2025-08-11,冯达,-212000,21.15,12888000.0,本人,董事
SH603087,甘李药业,2025-08-11,焦娇,-30000,61.98,240000.0,本人,董事
SH603063,禾望电气,2025-08-11,陈文锋,-55000,40.11,165500.0,本人,高级管理人员
SH603063,禾望电气,2025-08-11,肖安波,-946000,39.6,2838000.0,本人,高级管理人员
SH603063,禾望电气,2025-08-11,王琰,-786500,40.4,2464087.0,本人,高级管理人员
SH603063,禾望电气,2025-08-11,周党生,-718800,40.28,3741643.0,本人,高级管理人员
SH603036,如通股份,2025-08-11,周晓峰,-40000,17.94,1477500.0,本人,高级管理人员
SH600446,金证股份,2025-08-11,赵剑,-305000,18.15,70393638.0,本人,董事
SH600103,青山纸业,2025-08-11,程欣,-207600,1.04,484400.0,本人,高级管理人员
SH600103,青山纸业,2025-08-11,潘其星,-207600,1.04,484400.0,本人,高级管理人员
SH600103,青山纸业,2025-08-11,梁明富,-207600,1.04,484400.0,本人,高级管理人员
SH600103,青山纸业,2025-08-11,林燕榕,-207600,1.04,484400.0,本人,董事
SH600103,青山纸业,2025-08-11,林小河,-253800,1.04,592200.0,本人,董事
SH600103,青山纸业,2025-08-11,叶宇,-207600,1.04,484400.0,本人,董事
SH600103,青山纸业,2025-08-11,余建明,-207600,1.04,484400.0,本人,高级管理人员
SH600103,青山纸业,2025-08-11,余宗远,-253800,1.04,592200.0,本人,董事、高级管理人员
SZ301380,挖金客,2025-08-08,郭庆,-17400,37.59,168200.0,本人,董事、高管
SZ301348,蓝箭电子,2025-08-08,李永新,-28000,21.52,1071500.0,本人,监事
SZ301300,远翔新材,2025-08-08,黄春荣,-190000,42.39,4404500.0,本人,董事
SZ301160,翔楼新材,2025-08-08,张玉平,11300,64.56,213400.0,本人,董事、高管
SZ301158,德石股份,2025-08-08,王海斌,-20000,19.36,1528400.0,本人,董秘、高管
SZ300978,东箭科技,2025-08-08,马汇洋,-774300,11.67,45377800.0,本人,董事
SZ300961,深水海纳,2025-08-08,李琴,-95000,18.81,6672700.0,本人,董事
SZ300890,翔丰华,2025-08-08,赵东辉,-500,30.08,99500.0,本人,董事、高管
SZ300845,捷安高科,2025-08-08,郑乐观,-371600,11.8,29319700.0,本人,董事
SZ300845,捷安高科,2025-08-08,张安全,-314300,11.8,28251700.0,本人,董事
SZ300816,艾可蓝,2025-08-08,刘屹,-610000,28.46,30498500.0,本人,董事
SZ300753,爱朋医疗,2025-08-08,李庆,-89300,37.94,387300.0,本人,高管
SZ300724,捷佳伟创,2025-08-08,余仲,-576000,59.5,25802400.0,本人,董事、高管
SZ300678,中科信息,2025-08-08,钟勇,-10000,40.0,597400.0,本人,高管
SZ300629,新劲刚,2025-08-08,邹卫峰,-85000,24.03,558700.0,本人,董事、高管
SZ300617,安靠智电,2025-08-08,王春梅,-1000,34.05,74500.0,本人,董事
SZ300564,筑博设计,2025-08-08,徐江,-555800,13.96,12756300.0,本人,董事、高管
SZ300517,海波重科,2025-08-08,张海波,-987500,11.2,98868500.0,本人,董事
SZ300517,海波重科,2025-08-08,张海波,-310000,12.58,98868500.0,本人,董事
SZ300395,菲利华,2025-08-08,刘俊龙,-4000,78.0,245500.0,本人,高管
SZ300296,利亚德,2025-08-08,李军,-3148000,6.35,571858000.0,本人,董事、高管
SZ300036,超图软件,2025-08-08,钟耳顺,-1271500,16.4,48280600.0,本人,董事
SZ002965,祥鑫科技,2025-08-08,谢祥娃,-52000,39.05,36818100.0,本人,董事、高管
SZ002943,宇晶股份,2025-08-08,杨宇红,-915000,29.05,40616200.0,本人,董事
SZ002599,盛通股份,2025-08-08,贾春琳,-200000,9.11,60284600.0,本人,董事
SZ001278,一彬科技,2025-08-08,乔治刚,-50000,19.28,150000.0,本人,监事
SZ001231,农心科技,2025-08-08,王小见,-34100,21.61,9626000.0,本人,董事
SZ000510,新金路,2025-08-08,成景豪,-57400,5.12,172600.0,本人,董事、高管
SH688716,中研股份,2025-08-08,杨丽萍,-5000,42.96,695700.0,本人,董事、高级管理人员
SH688630,芯碁微装,2025-08-08,何少锋,-20000,131.88,900000.0,,核心技术人员
SH688609,九联科技,2025-08-08,许华,-240000,10.74,13391820.0,本人,董事
SH688608,恒玄科技,2025-08-08,汤晓冬,-10000,220.05,18897911.0,本人,董事
SH688608,恒玄科技,2025-08-08,Liang Zhang,-10000,219.8,6494592.0,本人,董事
SH688501,青达环保,2025-08-08,傅吉收,-15000,29.07,0.0,,核心技术人员
SH688355,明志科技,2025-08-08,张红亮,-2000,19.85,6700.0,,核心技术人员
SH688257,新锐股份,2025-08-08,刘勇,-18549,16.87,3052171.0,本人,高级管理人员
SH688157,松井股份,2025-08-08,伍松,-100000,43.68,3176931.0,,核心技术人员
SH688113,联测科技,2025-08-08,李锋,-1000,40.05,14143.0,,核心技术人员
SH688102,斯瑞新材,2025-08-08,马明月,-15000,16.03,0.0,,核心技术人员
SH603226,菲林格尔,2025-08-08,吉富堂,-15000,23.21,931994.0,本人,高级管理人员
SH603226,菲林格尔,2025-08-08,刘敦银,-5000,23.21,2164054.0,本人,高级管理人员
SH603225,新凤鸣,2025-08-08,沈健彧,-20000,12.53,13658711.0,本人,董事
SH603225,新凤鸣,2025-08-08,杨剑飞,-20000,12.55,13249727.0,本人,董事
SH603036,如通股份,2025-08-08,周晓峰,-10000,17.6,1517500.0,本人,高级管理人员
SH601633,长城汽车,2025-08-08,卢彩娟,0,13.58,19245.0,本人,董事
SH600505,西昌电力,2025-08-08,李振华,400,14.85,400.0,本人,高级管理人员
SH600446,金证股份,2025-08-08,赵剑,-300000,18.06,70698638.0,本人,董事
SH600410,华胜天成,2025-08-08,刘亚玲,-52700,12.63,158400.0,本人,监事
SZ301428,世纪恒通,2025-08-07,陶正林,-9800,41.88,498300.0,本人,董事、高管
SZ301428,世纪恒通,2025-08-07,胡海荣,-5000,41.83,734300.0,本人,监事
SZ301348,蓝箭电子,2025-08-07,李永新,-21000,22.04,1099500.0,本人,监事
SZ301101,明月镜片,2025-08-07,谢公晚,-45000,45.11,4225100.0,本人,董事
SZ301101,明月镜片,2025-08-07,谢公兴,-47800,45.11,4158300.0,本人,董事、高管
SZ301101,明月镜片,2025-08-07,曾哲,-11100,45.17,2496000.0,本人,董秘、董事、高管
SZ301023,奕帆传动,2025-08-07,孙定坤,-41000,45.54,261000.0,本人,董事、高管
SZ301023,奕帆传动,2025-08-07,刘锦成,-60000,40.66,31751100.0,本人,董事
SZ301023,奕帆传动,2025-08-07,刘锦成,-274800,45.72,31751100.0,本人,董事
SZ300989,蕾奥规划,2025-08-07,王卓娃,-20000,16.95,1120500.0,本人,监事
SZ300978,东箭科技,2025-08-07,马汇洋,-239100,11.78,46152100.0,本人,董事
SZ300886,华业香料,2025-08-07,徐基平,-300000,29.48,11488600.0,本人,董事、高管
SZ300845,捷安高科,2025-08-07,郑乐观,-136700,11.94,29691300.0,本人,董事
SZ300845,捷安高科,2025-08-07,张安全,-107200,11.94,28566000.0,本人,董事
SZ300806,斯迪克,2025-08-07,蒋晓明,-10000,19.27,160000.0,本人,董事
SZ300678,中科信息,2025-08-07,钟勇,-25000,39.34,607400.0,本人,高管
SZ300577,开润股份,2025-08-07,高晓敏,-17000,21.01,3805700.0,本人,董事、高管
SZ300577,开润股份,2025-08-07,钟治国,-13700,21.01,1534400.0,本人,董事、高管
SZ300577,开润股份,2025-08-07,范劲松,-12500,21.01,122189800.0,本人,董事、高管
SZ300517,海波重科,2025-08-07,张海波,-760000,12.52,100166000.0,本人,董事
SZ300328,宜安科技,2025-08-07,李卫荣,600,12.05,1352500.0,本人,高管
SZ300212,*ST易录,2025-08-07,林拥军,-445900,23.45,23016000.0,本人,董事
SZ300036,超图软件,2025-08-07,钟耳顺,-989900,16.53,49552100.0,本人,董事
SZ300031,宝通科技,2025-08-07,唐宇,-500000,28.4,5607900.0,本人,董事、高管
SZ300031,宝通科技,2025-08-07,包志方,-100000,28.4,82680400.0,本人,董事、高管
SZ003020,立方制药,2025-08-07,王清,-80000,27.49,1054600.0,本人,董事、高管
SZ003003,天元股份,2025-08-07,罗耀东,-89400,12.5,7429100.0,本人,董秘、董事、高管
SZ002965,祥鑫科技,2025-08-07,陈荣,-405200,38.02,47078500.0,本人,董事
SZ002965,祥鑫科技,2025-08-07,陈荣,-1279900,43.04,47078500.0,本人,董事
SZ002965,祥鑫科技,2025-08-07,谢祥娃,-1207800,42.99,36870100.0,本人,董事、高管
SZ002965,祥鑫科技,2025-08-07,谢洪鑫,-15800,43.57,49200.0,本人,高管
SZ002943,宇晶股份,2025-08-07,杨宇红,-873400,28.61,41531200.0,本人,董事
SZ002599,盛通股份,2025-08-07,贾春琳,-900000,9.03,60484600.0,本人,董事
SZ002599,盛通股份,2025-08-07,贾春琳,-50000,9.5,60484600.0,本人,董事
SZ002599,盛通股份,2025-08-07,栗延秋,-900000,9.03,108888800.0,本人,董事、高管
SZ002536,飞龙股份,2025-08-07,孙定文,-70000,21.55,1434300.0,本人,高管
SZ002536,飞龙股份,2025-08-07,唐国忠,-40000,21.4,1370000.0,本人,高管
SZ002169,智光电气,2025-08-07,芮冬阳,-350000,6.52,10957800.0,本人,董事
SZ001231,农心科技,2025-08-07,王小见,-60700,21.66,9660100.0,本人,董事
SZ000510,新金路,2025-08-07,彭朗,-60000,5.32,444400.0,本人,董事、高管
SH688786,悦安新材,2025-08-07,于缘宝,-80000,25.3,12111987.0,本人,董事
SH688772,珠海冠宇,2025-08-07,曾玉祥,-10745,14.99,0.0,,核心技术人员
SH688608,恒玄科技,2025-08-07,汤晓冬,-182,225.0,18907911.0,本人,董事
SH688608,恒玄科技,2025-08-07,Liang Zhang,-10000,228.67,6504592.0,本人,董事
SH688580,伟思医疗,2025-08-07,陈莉莉,-3200,53.41,26225.0,本人,董事、高级管理人员
SH688567,孚能科技,2025-08-07,王万林,-27000,18.22,27000.0,,核心技术人员
SH688403,汇成股份,2025-08-07,许原诚,-15000,12.26,15000.0,,核心技术人员
SH688396,华润微,2025-08-07,淳于江民,-4300,47.31,5100.0,,核心技术人员
SH688157,松井股份,2025-08-07,曾煜,-9744,42.05,2322.0,,核心技术人员
SH688157,松井股份,2025-08-07,伍松,-23787,42.08,3276931.0,,核心技术人员
SH688127,蓝特光学,2025-08-07,李青松,-23662,28.97,990000.0,,核心技术人员
SH605588,冠石科技,2025-08-07,门芳芳,-74000,51.42,974501.0,本人,董事、高级管理人员
SH605588,冠石科技,2025-08-07,王顺利,-59750,50.98,288250.0,本人,董事、高级管理人员
SH603359,*ST东珠,2025-08-07,李嘉俊,-30000,7.01,205200.0,本人,董事
SH603327,福蓉科技,2025-08-07,肖学东,-30000,10.24,1246895.0,本人,高级管理人员
SH603225,新凤鸣,2025-08-07,许纪忠,-2800,12.31,13530076.0,本人,董事
SH603225,新凤鸣,2025-08-07,沈健彧,-5200,12.32,13678711.0,本人,董事
SH603189,*ST网达,2025-08-07,冯达,-167400,20.85,13100000.0,本人,董事
SH603151,邦基科技,2025-08-07,陈涛,40000,24.53,760000.0,本人,董事
SH603110,东方材料,2025-08-07,许广彬,-120000,16.17,2890000.0,本人,董事
SH603051,鹿山新材,2025-08-07,韩丽娜,2649932,0.0,9274762.0,本人,高级管理人员
SH603051,鹿山新材,2025-08-07,郑妙华,579611,0.0,2028639.0,本人,高级管理人员
SH603051,鹿山新材,2025-08-07,汪加胜,13677000,0.0,47869501.0,本人,董事、高级管理人员
SH603051,鹿山新材,2025-08-07,杜壮,4800,0.0,16800.0,本人,董事
SH603051,鹿山新材,2025-08-07,李嘉琪,7200,0.0,25200.0,本人,高级管理人员
SH603051,鹿山新材,2025-08-07,唐小军,129600,0.0,453600.0,本人,董事、高级管理人员
SH603005,晶方科技,2025-08-07,杨幸新,-75600,30.6,226800.0,,
SH601117,中国化学,2025-08-07,邓兆敬,-132000,4.69,68000.0,本人,董事、高级管理人员
SH600446,金证股份,2025-08-07,赵剑,-30000,18.22,70998638.0,本人,董事
SH600410,华胜天成,2025-08-07,代双珠,-66200,13.19,393906.0,本人,董事
SH600103,青山纸业,2025-08-07,潘其星,-207600,1.04,484400.0,本人,董事
SH600103,青山纸业,2025-08-07,梁明富,-207600,1.04,484400.0,本人,董事
SH600103,青山纸业,2025-08-07,林燕榕,-207600,1.04,484400.0,本人,董事
SH600103,青山纸业,2025-08-07,林小河,-253800,1.04,592200.0,本人,董事
SH600103,青山纸业,2025-08-07,叶宇,-207600,1.04,484400.0,本人,董事
SH600103,青山纸业,2025-08-07,余建明,-207600,1.04,484400.0,本人,董事
SH600103,青山纸业,2025-08-07,余宗远,-253800,1.04,592200.0,本人,董事
SZ301591,肯特股份,2025-08-06,靳予,-500,50.0,349800.0,本人,高管
SZ301591,肯特股份,2025-08-06,林丰,-20000,49.8,533900.0,本人,高管
SZ301566,达利凯普,2025-08-06,戚永义,-450000,18.36,5372900.0,本人,高管
SZ301566,达利凯普,2025-08-06,吴继伟,-636000,18.12,16828900.0,本人,董事、高管
SZ301428,世纪恒通,2025-08-06,陶正林,-37500,41.63,508100.0,本人,董事、高管
SZ301428,世纪恒通,2025-08-06,胡海荣,-30200,41.48,739300.0,本人,监事
SZ301348,蓝箭电子,2025-08-06,赵秀珍,-70000,21.59,1952600.0,本人,董事、高管
SZ301348,蓝箭电子,2025-08-06,李永新,-21000,21.55,1120500.0,本人,监事
SZ301160,翔楼新材,2025-08-06,张骁,-20000,68.53,1206700.0,本人,董事、高管
SZ301101,明月镜片,2025-08-06,谢公晚,-73500,44.9,4270100.0,本人,董事
SZ301101,明月镜片,2025-08-06,谢公兴,-90600,44.8,4206100.0,本人,董事、高管
SZ301101,明月镜片,2025-08-06,曾哲,-27300,44.88,2507100.0,本人,董秘、董事、高管
SZ301023,奕帆传动,2025-08-06,孙定坤,-20000,45.32,302000.0,本人,董事、高管
SZ301023,奕帆传动,2025-08-06,刘锦成,-223000,45.7,32086000.0,本人,董事
SZ300978,东箭科技,2025-08-06,马汇洋,-506600,11.83,46391200.0,本人,董事
SZ300922,天秦装备,2025-08-06,李立永,-4300,32.15,60500.0,本人,监事
SZ300845,捷安高科,2025-08-06,郑乐观,-278600,12.09,29828000.0,本人,董事
SZ300845,捷安高科,2025-08-06,张安全,-213000,12.09,28673200.0,本人,董事
SZ300806,斯迪克,2025-08-06,蒋晓明,-3000,18.77,170000.0,本人,董事
SZ300806,斯迪克,2025-08-06,杨比,-40300,19.0,1521600.0,本人,董事、高管
SZ300729,乐歌股份,2025-08-06,泮云萍,-69800,14.67,666700.0,本人,董事、高管
SZ300700,岱勒新材,2025-08-06,钟建明,-10000,11.19,877400.0,本人,董事、高管
SZ300700,岱勒新材,2025-08-06,康戒骄,-102000,11.18,901200.0,本人,董事、高管
SZ300696,爱乐达,2025-08-06,魏雪松,-20000,33.81,196500.0,本人,高管
SZ300678,中科信息,2025-08-06,钟勇,-5000,38.0,632400.0,本人,高管
SZ300629,新劲刚,2025-08-06,邹卫峰,-5000,23.49,643700.0,本人,董事、高管
SZ300609,汇纳科技,2025-08-06,孙卫民,-26800,46.72,206700.0,本人,董事、高管
SZ300605,恒锋信息,2025-08-06,魏晓曦,-670900,16.88,40854600.0,本人,董事
SZ300589,江龙船艇,2025-08-06,贺文军,-300000,15.34,9702600.0,本人,董事、高管
SZ300577,开润股份,2025-08-06,范劲松,-33200,20.96,122202300.0,本人,董事、高管
SZ300549,优德精密,2025-08-06,曾正雄,-297100,22.5,41713700.0,本人,董事
SZ300517,海波重科,2025-08-06,张海波,-600000,12.4,100926000.0,本人,董事
SZ300466,赛摩智能,2025-08-06,厉达,-1720000,8.74,73914400.0,本人,董事
SZ300466,赛摩智能,2025-08-06,厉达,-1380000,10.84,73914400.0,本人,董事
SZ300383,光环新网,2025-08-06,高宏,-134200,14.46,402700.0,本人,董秘、高管
SZ300383,光环新网,2025-08-06,陈浩,-278300,14.5,835100.0,本人,高管
SZ300328,宜安科技,2025-08-06,李卫荣,-200000,11.67,1351900.0,本人,高管
SZ300212,*ST易录,2025-08-06,林拥军,-2500000,23.32,23461900.0,本人,董事
SZ300166,东方国信,2025-08-06,霍卫平,-7184600,10.2,117284000.0,本人,董事、高管
SZ300166,东方国信,2025-08-06,霍卫平,-5693700,12.71,117284000.0,本人,董事、高管
SZ300166,东方国信,2025-08-06,管连平,-5693700,12.71,169591100.0,本人,董事、高管
SZ300154,瑞凌股份,2025-08-06,成军,-24000,9.55,372000.0,本人,高管
SZ300031,宝通科技,2025-08-06,包志方,-170500,27.2,82780400.0,本人,董事、高管
SZ003026,中晶科技,2025-08-06,徐一俊,-200000,35.01,32753100.0,本人,董事、高管
SZ003020,立方制药,2025-08-06,王清,-60000,27.93,1134600.0,本人,董事、高管
SZ002965,祥鑫科技,2025-08-06,陈荣,-55000,38.11,48763700.0,本人,董事
SZ002965,祥鑫科技,2025-08-06,陈荣,-40000,42.54,48763700.0,本人,董事
SZ002965,祥鑫科技,2025-08-06,谢祥娃,-12000,42.41,38078000.0,本人,董事、高管
SZ002943,宇晶股份,2025-08-06,杨宇红,-2037100,26.56,42404600.0,本人,董事
SZ002940,昂利康,2025-08-06,潘小云,-20000,57.85,509600.0,本人,监事
SZ002862,实丰文化,2025-08-06,蔡俊权,-141300,18.82,55528100.0,本人,董事、高管
SZ002829,星网宇达,2025-08-06,迟家升,-352500,23.22,44560400.0,本人,董事、高管
SZ002599,盛通股份,2025-08-06,贾春琳,-350000,8.6,61434600.0,本人,董事
SZ002559,亚威股份,2025-08-06,朱鹏程,-310000,10.1,3991000.0,本人,董事、高管
SZ002559,亚威股份,2025-08-06,施金霞,-800000,10.11,7160200.0,本人,董事、高管
SZ002536,飞龙股份,2025-08-06,王瑞金,-455000,19.59,1367500.0,本人,高管
SZ002536,飞龙股份,2025-08-06,焦雷,-400000,19.59,1400000.0,本人,高管
SZ002536,飞龙股份,2025-08-06,孙定文,-408100,19.59,1504300.0,本人,高管
SZ002536,飞龙股份,2025-08-06,唐国忠,-367500,19.59,1410000.0,本人,高管
SZ002536,飞龙股份,2025-08-06,冯长虹,-400000,19.59,1377500.0,本人,高管
SZ002436,兴森科技,2025-08-06,邱醒亚,-239800,17.24,243100500.0,本人,董事、高管
SZ002169,智光电气,2025-08-06,芮冬阳,-300000,6.53,11307800.0,本人,董事
SZ002115,三维通信,2025-08-06,李卫义,-32900,8.54,98800.0,本人,董事
SZ002103,广博股份,2025-08-06,任杭中,-2000000,10.23,51427200.0,本人,董事
SZ001231,农心科技,2025-08-06,王小见,-41200,21.55,9720800.0,本人,董事
SZ000042,中洲控股,2025-08-06,陈星,-14700,8.4,44100.0,本人,监事
SH688772,珠海冠宇,2025-08-06,钟季,-8036,14.74,1187.0,,核心技术人员
SH688772,珠海冠宇,2025-08-06,赵伟,-10271,14.6,0.0,,核心技术人员
SH688719,爱科赛博,2025-08-06,李辉,-260000,40.64,3771720.0,本人,董事、高级管理人员
SH688719,爱科赛博,2025-08-06,李春龙,-20000,41.0,1567440.0,本人,董事、高级管理人员、核心技术人员
SH688719,爱科赛博,2025-08-06,张建荣,-50000,41.0,1525440.0,本人,董事、高级管理人员
SH688717,艾罗能源,2025-08-06,李新富,44776,58.79,31214859.0,本人,董事、高级管理人员
SH688716,中研股份,2025-08-06,杨丽萍,-25000,45.93,700700.0,本人,董事
SH688716,中研股份,2025-08-06,平仕衡,-8000,44.82,73650.0,,
SH688609,九联科技,2025-08-06,许华,-100000,11.07,13631820.0,本人,董事
SH688609,九联科技,2025-08-06,胡嘉惠,-200,10.84,24999820.0,本人,董事
SH688608,恒玄科技,2025-08-06,汤晓冬,-24925,229.66,18908093.0,本人,董事
SH688580,伟思医疗,2025-08-06,陈莉莉,-200,51.2,29425.0,本人,董事、高级管理人员
SH688257,新锐股份,2025-08-06,刘勇,-30000,16.72,3070720.0,本人,高级管理人员
SH688157,松井股份,2025-08-06,杨波,-10000,40.25,2915860.0,,核心技术人员
