代码,名称,公告标题,公告类型,公告日期,网址
002083,孚日股份,孚日股份:2026年日常关联交易预计公告,关联交易,2026-04-08,https://data.eastmoney.com/notices/detail/002083/AN202604071821047478.html
002083,孚日股份,孚日股份:2025年度独立董事述职报告(傅申特),独立董事述职报告,2026-04-08,https://data.eastmoney.com/notices/detail/002083/AN202604071821047477.html
002083,孚日股份,孚日股份:内部控制评价报告,内部控制报告,2026-04-08,https://data.eastmoney.com/notices/detail/002083/AN202604071821047482.html
002307,北新路桥,北新路桥:关于公司董事辞职的公告,高管人员任职变动,2026-04-08,https://data.eastmoney.com/notices/detail/002307/AN202604071821047487.html
002083,孚日股份,孚日股份:会计师事务所对非经营性资金占用及其他关联资金往来情况的专项审核报告,保荐/核查意见,2026-04-08,https://data.eastmoney.com/notices/detail/002083/AN202604071821047480.html
002307,北新路桥,北新路桥:工程中标公告,重大合同,2026-04-08,https://data.eastmoney.com/notices/detail/002307/AN202604071821047475.html
002083,孚日股份,孚日股份:2025年年度报告,年度报告全文,2026-04-08,https://data.eastmoney.com/notices/detail/002083/AN202604071821047486.html
002083,孚日股份,孚日股份:章程修正案(20260407修订),公司章程修订,2026-04-08,https://data.eastmoney.com/notices/detail/002083/AN202604071821047391.html
300394,天孚通信,天孚通信:关于公司非经营性资金占用及其他关联资金往来情况的专项说明,专项说明/独立意见,2026-04-08,https://data.eastmoney.com/notices/detail/300394/AN202604071821047409.html
300394,天孚通信,天孚通信:关于2026年度董事和高级管理人员薪酬方案的公告,其他,2026-04-08,https://data.eastmoney.com/notices/detail/300394/AN202604071821047451.html
002083,孚日股份,孚日股份:孚日集团股份有限公司关于召开2025年度股东会的通知(2),召开股东大会通知,2026-04-08,https://data.eastmoney.com/notices/detail/002083/AN202604071821047413.html
000551,创元科技,创元科技:2025年度非经营性资金占用及其他关联资金往来情况汇总表,资金占用,2026-04-08,https://data.eastmoney.com/notices/detail/000551/AN202604071821047441.html
300394,天孚通信,天孚通信:2025年度非经营性资金占用及其他关联资金往来情况汇总表,资金占用,2026-04-08,https://data.eastmoney.com/notices/detail/300394/AN202604071821047424.html
300394,天孚通信,天孚通信:关于2023年限制性股票激励计划首次授予第二个归属期及预留授予第一个归属期归属条件成就的公告,股权激励进展公告,2026-04-08,https://data.eastmoney.com/notices/detail/300394/AN202604071821047382.html
300394,天孚通信,天孚通信:募集资金存放、管理与使用情况鉴证报告(2025年度),保荐/核查意见,2026-04-08,https://data.eastmoney.com/notices/detail/300394/AN202604071821047427.html
000551,创元科技,创元科技:关于公司董事及高级管理人员薪酬方案的公告,其他,2026-04-08,https://data.eastmoney.com/notices/detail/000551/AN202604071821047440.html
300394,天孚通信,天孚通信:关于2025年度利润分配和资本公积金转增股本预案的公告,分配预案,2026-04-08,https://data.eastmoney.com/notices/detail/300394/AN202604071821047403.html
000551,创元科技,创元科技:关于独立董事独立性自查情况的专项报告,自查报告,2026-04-08,https://data.eastmoney.com/notices/detail/000551/AN202604071821047416.html
000551,创元科技,创元科技:独立董事述职报告(蒋薇薇),独立董事述职报告,2026-04-08,https://data.eastmoney.com/notices/detail/000551/AN202604071821047423.html
000551,创元科技,创元科技:关于2025年计提资产减值准备的公告,其他,2026-04-08,https://data.eastmoney.com/notices/detail/000551/AN202604071821047449.html
300394,天孚通信,天孚通信:关于授权董事会制定2026年中期分红方案的公告,分配预案,2026-04-08,https://data.eastmoney.com/notices/detail/300394/AN202604071821047381.html
000551,创元科技,创元科技:委托理财管理制度,管理办法/制度,2026-04-08,https://data.eastmoney.com/notices/detail/000551/AN202604071821047420.html
300394,天孚通信,天孚通信:2025年年度审计报告,审计报告,2026-04-08,https://data.eastmoney.com/notices/detail/300394/AN202604071821047380.html
000551,创元科技,创元科技:创元科技内控评价报告,其他,2026-04-08,https://data.eastmoney.com/notices/detail/000551/AN202604071821047438.html
000551,创元科技,创元科技:关于拟续聘会计师事务所的公告,审计机构变更,2026-04-08,https://data.eastmoney.com/notices/detail/000551/AN202604071821047433.html
300394,天孚通信,天孚通信:董事会关于独立董事独立性自查情况的专项意见,专项说明/独立意见,2026-04-08,https://data.eastmoney.com/notices/detail/300394/AN202604071821047397.html
300394,天孚通信,天孚通信:2025年年度报告摘要,年度报告摘要,2026-04-08,https://data.eastmoney.com/notices/detail/300394/AN202604071821047415.html
300394,天孚通信,天孚通信:董事会审计委员会对会计师事务所2025年度履职情况评估及履行监督职责情况的报告,其他,2026-04-08,https://data.eastmoney.com/notices/detail/300394/AN202604071821047389.html
002083,孚日股份,孚日股份:2025年度独立董事述职报告(石贵泉),独立董事述职报告,2026-04-08,https://data.eastmoney.com/notices/detail/002083/AN202604071821047418.html
300394,天孚通信,天孚通信:独立董事2025年度述职报告(路琳),独立董事述职报告,2026-04-08,https://data.eastmoney.com/notices/detail/300394/AN202604071821047450.html
300394,天孚通信,天孚通信:华泰联合证券有限责任公司关于公司2025年度募集资金存放、管理和使用情况专项核查报告,保荐/核查意见,2026-04-08,https://data.eastmoney.com/notices/detail/300394/AN202604071821047410.html
000551,创元科技,创元科技:信息披露管理制度,管理办法/制度,2026-04-08,https://data.eastmoney.com/notices/detail/000551/AN202604071821047408.html
000551,创元科技,创元科技:2025年年度报告,年度报告全文,2026-04-08,https://data.eastmoney.com/notices/detail/000551/AN202604071821047434.html
300394,天孚通信,天孚通信:独立董事2025年度述职报告(耿慧敏),独立董事述职报告,2026-04-08,https://data.eastmoney.com/notices/detail/300394/AN202604071821047417.html
300394,天孚通信,天孚通信:关于“质量回报双提升”行动方案的进展公告,其他,2026-04-08,https://data.eastmoney.com/notices/detail/300394/AN202604071821047384.html
300394,天孚通信,天孚通信:2025年度募集资金存放、管理与使用情况的专项报告,募集资金使用情况报告,2026-04-08,https://data.eastmoney.com/notices/detail/300394/AN202604071821047431.html
000551,创元科技,创元科技:关于召开2025年年度股东会的通知,召开股东大会通知,2026-04-08,https://data.eastmoney.com/notices/detail/000551/AN202604071821047396.html
300196,长海股份,长海股份:关于董事减持股份的预披露公告,股东/实际控制人股份减持,2026-04-08,https://data.eastmoney.com/notices/detail/300196/AN202604071821047436.html
300394,天孚通信,天孚通信:2025年度财务决算报告,年度财务报告,2026-04-08,https://data.eastmoney.com/notices/detail/300394/AN202604071821047435.html
300394,天孚通信,天孚通信:未来三年股东回报规划(2026-2028年),其他,2026-04-08,https://data.eastmoney.com/notices/detail/300394/AN202604071821047405.html
002083,孚日股份,孚日股份:2025年年度报告摘要,年度报告摘要,2026-04-08,https://data.eastmoney.com/notices/detail/002083/AN202604071821047425.html
000551,创元科技,创元科技:董事会审计委员会对会计师事务所2025年度履职情况评估及履行监督职责情况的报告,其他,2026-04-08,https://data.eastmoney.com/notices/detail/000551/AN202604071821047402.html
000551,创元科技,创元科技:第十一届董事会独立董事专门会议2026年第三次会议决议,分配预案,2026-04-08,https://data.eastmoney.com/notices/detail/000551/AN202604071821047399.html
000551,创元科技,创元科技:2025年年度报告摘要,年度报告摘要,2026-04-08,https://data.eastmoney.com/notices/detail/000551/AN202604071821047448.html
300394,天孚通信,天孚通信:江苏世纪同仁律师事务所关于公司作废2023年限制性股票激励计划部分已授予尚未归属的限制性股票的法律意见书,法律意见书,2026-04-08,https://data.eastmoney.com/notices/detail/300394/AN202604071821047394.html
300394,天孚通信,天孚通信:关于召开2025年年度股东会的通知,召开股东大会通知,2026-04-08,https://data.eastmoney.com/notices/detail/300394/AN202604071821047411.html
000551,创元科技,创元科技:关于涉及财务公司关联交易的存款、贷款等金融业务的专项说明,专项说明/独立意见,2026-04-08,https://data.eastmoney.com/notices/detail/000551/AN202604071821047412.html
002083,孚日股份,孚日股份:非经营性资金占用及其他关联资金往来汇总表,资金占用,2026-04-08,https://data.eastmoney.com/notices/detail/002083/AN202604071821047422.html
000551,创元科技,创元科技:关于会计师事务所履职情况的评估报告,其他,2026-04-08,https://data.eastmoney.com/notices/detail/000551/AN202604071821047430.html
000551,创元科技,创元科技:关于创元科技股份有限公司2025年度非经营性资金占用及其他关联资金往来情况的专项说明,专项说明/独立意见,2026-04-08,https://data.eastmoney.com/notices/detail/000551/AN202604071821047388.html
000551,创元科技,创元科技:独立董事述职报告(袁彬),独立董事述职报告,2026-04-08,https://data.eastmoney.com/notices/detail/000551/AN202604071821047444.html
000551,创元科技,创元科技:第十一届董事会第四次会议决议公告,分配预案,2026-04-08,https://data.eastmoney.com/notices/detail/000551/AN202604071821047421.html
000551,创元科技,创元科技:2025年年度审计报告,审计报告,2026-04-08,https://data.eastmoney.com/notices/detail/000551/AN202604071821047400.html
300394,天孚通信,天孚通信:关于开展外汇套期保值业务的公告,其他,2026-04-08,https://data.eastmoney.com/notices/detail/300394/AN202604071821047390.html
300394,天孚通信,天孚通信:关于举行2025年度网上业绩说明会的公告,其他,2026-04-08,https://data.eastmoney.com/notices/detail/300394/AN202604071821047401.html
300394,天孚通信,天孚通信:董事和高级管理人员薪酬管理制度,管理办法/制度,2026-04-08,https://data.eastmoney.com/notices/detail/300394/AN202604071821047447.html
300394,天孚通信,天孚通信:关于会计师事务所履职情况的评估报告,其他,2026-04-08,https://data.eastmoney.com/notices/detail/300394/AN202604071821047445.html
300394,天孚通信,天孚通信:2025年内部控制审计报告,审计报告,2026-04-08,https://data.eastmoney.com/notices/detail/300394/AN202604071821047442.html
000551,创元科技,创元科技:关于召开2025年度业绩网上说明会的公告,其他,2026-04-08,https://data.eastmoney.com/notices/detail/000551/AN202604071821047407.html
300394,天孚通信,天孚通信:关于开展外汇套期保值业务的可行性分析报告,其他,2026-04-08,https://data.eastmoney.com/notices/detail/300394/AN202604071821047414.html
000551,创元科技,创元科技:创元科技股份有限公司在苏州创元集团财务有限公司存款资金风险防范管理办法,管理办法/制度,2026-04-08,https://data.eastmoney.com/notices/detail/000551/AN202604071821047426.html
000551,创元科技,创元科技:薪酬管理制度,管理办法/制度,2026-04-08,https://data.eastmoney.com/notices/detail/000551/AN202604071821047429.html
000551,创元科技,创元科技:关于2025年度利润分配方案的公告,分配预案,2026-04-08,https://data.eastmoney.com/notices/detail/000551/AN202604071821047383.html
000551,创元科技,创元科技:2025年度对苏州创元集团财务有限公司的风险持续评估报告,其他,2026-04-08,https://data.eastmoney.com/notices/detail/000551/AN202604071821047443.html
000551,创元科技,创元科技:内部控制审计报告,审计报告,2026-04-08,https://data.eastmoney.com/notices/detail/000551/AN202604071821047386.html
300394,天孚通信,天孚通信:薪酬与考核委员会关于2023年限制性股票激励计划首次授予第二个归属期及预留授予第一个归属期归属名单的核查意见,保荐/核查意见,2026-04-08,https://data.eastmoney.com/notices/detail/300394/AN202604071821047437.html
000551,创元科技,创元科技:独立董事述职报告(葛卫东),独立董事述职报告,2026-04-08,https://data.eastmoney.com/notices/detail/000551/AN202604071821047393.html
300394,天孚通信,天孚通信:2025年度内部控制自我评价报告,内部控制报告,2026-04-08,https://data.eastmoney.com/notices/detail/300394/AN202604071821047428.html
300394,天孚通信,天孚通信:关于作废2023年限制性股票激励计划部分已授予尚未归属的限制性股票的公告,股权激励进展公告,2026-04-08,https://data.eastmoney.com/notices/detail/300394/AN202604071821047392.html
300394,天孚通信,天孚通信:第五届董事会第十次会议决议公告,分配预案,2026-04-08,https://data.eastmoney.com/notices/detail/300394/AN202604071821047395.html
300394,天孚通信,天孚通信:江苏世纪同仁律师事务所关于公司2023年限制性股票激励计划首次授予第二个归属期及预留授予第一个归属期归属条件成就的法律意见书,法律意见书,2026-04-08,https://data.eastmoney.com/notices/detail/300394/AN202604071821047419.html
300394,天孚通信,天孚通信:2025年年度报告,年度报告全文,2026-04-08,https://data.eastmoney.com/notices/detail/300394/AN202604071821047432.html
000551,创元科技,创元科技:高级管理人员薪酬管理办法,管理办法/制度,2026-04-08,https://data.eastmoney.com/notices/detail/000551/AN202604071821047406.html
300394,天孚通信,天孚通信:2025年度可持续发展报告,ESG公告,2026-04-08,https://data.eastmoney.com/notices/detail/300394/AN202604071821047385.html
603017,中衡设计,中衡设计:中衡设计股票交易异常波动公告,股票交易异常波动,2026-04-08,https://data.eastmoney.com/notices/detail/603017/AN202604071821047372.html
002083,孚日股份,孚日股份:关于2025年度利润分配和资本公积金转增股本预案的公告,分配预案,2026-04-08,https://data.eastmoney.com/notices/detail/002083/AN202604071821047368.html
002083,孚日股份,孚日股份:关于公司会计估计变更的公告,其他,2026-04-08,https://data.eastmoney.com/notices/detail/002083/AN202604071821047361.html
002083,孚日股份,孚日股份:公司章程(20260407),公司章程,2026-04-08,https://data.eastmoney.com/notices/detail/002083/AN202604071821047365.html
002083,孚日股份,孚日股份:薪酬管理制度,管理办法/制度,2026-04-08,https://data.eastmoney.com/notices/detail/002083/AN202604071821047357.html
002083,孚日股份,孚日股份:2025年年度审计报告,审计报告,2026-04-08,https://data.eastmoney.com/notices/detail/002083/AN202604071821047360.html
002083,孚日股份,孚日股份:关于续聘2026年度审计机构的公告,审计机构变更,2026-04-08,https://data.eastmoney.com/notices/detail/002083/AN202604071821047359.html
002083,孚日股份,孚日股份:独立董事关于独立性自查情况的报告,自查报告,2026-04-08,https://data.eastmoney.com/notices/detail/002083/AN202604071821047362.html
002083,孚日股份,孚日股份:第八届董事会第二十五次会议决议公告,分配预案,2026-04-08,https://data.eastmoney.com/notices/detail/002083/AN202604071821047364.html
002083,孚日股份,孚日股份:内部控制审计报告,审计报告,2026-04-08,https://data.eastmoney.com/notices/detail/002083/AN202604071821047363.html
002083,孚日股份,孚日股份:2025年度独立董事述职报告(姚虎明),独立董事述职报告,2026-04-08,https://data.eastmoney.com/notices/detail/002083/AN202604071821047367.html
002083,孚日股份,孚日股份:会计师事务所2025年度履职情况评估报告暨审计委员会履行监督职责情况的报告,其他,2026-04-08,https://data.eastmoney.com/notices/detail/002083/AN202604071821047358.html
002083,孚日股份,孚日股份:关于举行2025年年度报告网上说明会的通知,其他,2026-04-08,https://data.eastmoney.com/notices/detail/002083/AN202604071821047356.html
601288,农业银行,农业银行:农业银行关于召开2026年度第一次临时股东会的通知,召开股东大会通知,2026-04-08,https://data.eastmoney.com/notices/detail/601288/AN202604071821047266.html
002889,东方嘉盛,东方嘉盛:关于2025年员工持股计划第一个锁定期届满的提示性公告,员工持股计划,2026-04-08,https://data.eastmoney.com/notices/detail/002889/AN202604071821047274.html
601288,农业银行,农业银行:农业银行2026年度第一次临时股东会会议资料,股东大会资料,2026-04-08,https://data.eastmoney.com/notices/detail/601288/AN202604071821047267.html
002961,瑞达期货,瑞达期货:关于举办2025年度网上业绩说明会的公告,其他,2026-04-08,https://data.eastmoney.com/notices/detail/002961/AN202604071821047254.html
300033,同花顺,同花顺:关于召开2026年第一次临时股东会的通知,召开股东大会通知,2026-04-08,https://data.eastmoney.com/notices/detail/300033/AN202604071821047255.html
600257,大湖股份,大湖股份:大湖健康产业股份有限公司关于续聘会计师事务所的公告,审计机构变更,2026-04-08,https://data.eastmoney.com/notices/detail/600257/AN202604071821047223.html
600257,大湖股份,大湖股份:大湖健康产业股份有限公司2025年年度报告,年度报告全文,2026-04-08,https://data.eastmoney.com/notices/detail/600257/AN202604071821047225.html
600257,大湖股份,大湖股份:中审众环会计师事务所关于大湖健康产业股份有限公司2025年内部控制审计报告(众环审字(2026)1100033号),审计报告,2026-04-08,https://data.eastmoney.com/notices/detail/600257/AN202604071821047210.html
600257,大湖股份,大湖股份:大湖健康产业股份有限公司2025年度社会责任报告,社会责任报告,2026-04-08,https://data.eastmoney.com/notices/detail/600257/AN202604071821047211.html
600257,大湖股份,大湖股份:大湖健康产业股份有限公司董事、高级管理人员薪酬管理制度,管理办法/制度,2026-04-08,https://data.eastmoney.com/notices/detail/600257/AN202604071821047224.html
600257,大湖股份,大湖股份:中审众环会计师事务所关于大湖健康产业股份有限公司2025年度财务报表审计报告(众环审字(2026)1100003号),审计报告,2026-04-08,https://data.eastmoney.com/notices/detail/600257/AN202604071821047217.html
600257,大湖股份,大湖股份:大湖健康产业股份有限公司董事会审计委员会对2025年度会计师事务所履行监督职责情况的报告,其他,2026-04-08,https://data.eastmoney.com/notices/detail/600257/AN202604071821047205.html
600257,大湖股份,大湖股份:大湖健康产业股份有限公司第九届董事会第二十三次会议决议公告,分配预案,2026-04-08,https://data.eastmoney.com/notices/detail/600257/AN202604071821047216.html
600257,大湖股份,大湖股份:大湖健康产业股份有限公司2025年年度报告摘要,年度报告摘要,2026-04-08,https://data.eastmoney.com/notices/detail/600257/AN202604071821047226.html
600257,大湖股份,大湖股份:中审众环会计师事务所关于大湖健康产业股份有限公司2025年度营业收入扣除情况表的专项核查报告(众环专字(2026)1100086号),保荐/核查意见,2026-04-08,https://data.eastmoney.com/notices/detail/600257/AN202604071821047221.html
600257,大湖股份,大湖股份:大湖健康产业股份有限公司独立董事2025年度述职报告(王妮),独立董事述职报告,2026-04-08,https://data.eastmoney.com/notices/detail/600257/AN202604071821047207.html
600257,大湖股份,大湖股份:中审众环会计师事务所关于大湖健康产业股份有限公司2025年度业绩承诺实现情况的专项审核报告(众环专字(2026)1100087号),专项说明/独立意见,2026-04-08,https://data.eastmoney.com/notices/detail/600257/AN202604071821047229.html
600257,大湖股份,大湖股份:中审众环会计师事务所关于大湖健康产业股份有限公司2025年度非经营性资金占用及其他关联资金往来情况汇总表的专项审核报告(众环专字(2026)1100085号),专项说明/独立意见,2026-04-08,https://data.eastmoney.com/notices/detail/600257/AN202604071821047219.html
600257,大湖股份,大湖股份:大湖健康产业股份有限公司坏账核销管理制度,管理办法/制度,2026-04-08,https://data.eastmoney.com/notices/detail/600257/AN202604071821047209.html
600257,大湖股份,大湖股份:大湖健康产业股份有限公司2025年内部控制评价报告,内部控制报告,2026-04-08,https://data.eastmoney.com/notices/detail/600257/AN202604071821047220.html
600257,大湖股份,大湖股份:大湖健康产业股份有限公司关于2025年度会计师事务所履职情况评估报告,其他,2026-04-08,https://data.eastmoney.com/notices/detail/600257/AN202604071821047206.html
600257,大湖股份,大湖股份:大湖健康产业股份有限公司关于控股子公司未完成业绩承诺及有关业绩补偿方案的公告,其他,2026-04-08,https://data.eastmoney.com/notices/detail/600257/AN202604071821047215.html
600257,大湖股份,大湖股份:大湖健康产业股份有限公司董事会审计委员会2025年度履职情况报告,其他,2026-04-08,https://data.eastmoney.com/notices/detail/600257/AN202604071821047227.html
600257,大湖股份,大湖股份:大湖健康产业股份有限公司关于董事及高级管理人员2025年度薪酬确认及2026年度薪酬方案的公告,其他,2026-04-08,https://data.eastmoney.com/notices/detail/600257/AN202604071821047218.html
600257,大湖股份,大湖股份:大湖健康产业股份有限公司独立董事2025年度述职报告(刘希波),独立董事述职报告,2026-04-08,https://data.eastmoney.com/notices/detail/600257/AN202604071821047212.html
600257,大湖股份,大湖股份:大湖健康产业股份有限公司2025年度董事会工作报告,其他,2026-04-08,https://data.eastmoney.com/notices/detail/600257/AN202604071821047213.html
600257,大湖股份,大湖股份:大湖健康产业股份有限公司关于2025年度计提及转回资产减值准备的公告,其他,2026-04-08,https://data.eastmoney.com/notices/detail/600257/AN202604071821047204.html
600257,大湖股份,大湖股份:大湖健康产业股份有限公司关于召开2025年年度股东会的通知,召开股东大会通知,2026-04-08,https://data.eastmoney.com/notices/detail/600257/AN202604071821047214.html
600257,大湖股份,大湖股份:大湖健康产业股份有限公司关于2025年度拟不进行利润分配及资本公积转增股本的公告,分配预案,2026-04-08,https://data.eastmoney.com/notices/detail/600257/AN202604071821047208.html
600257,大湖股份,大湖股份:大湖健康产业股份有限公司董事会关于独立董事独立性自查情况的专项报告,自查报告,2026-04-08,https://data.eastmoney.com/notices/detail/600257/AN202604071821047222.html
300033,同花顺,同花顺:第六届董事会第十次会议决议公告,董事会决议公告,2026-04-08,https://data.eastmoney.com/notices/detail/300033/AN202604071821047196.html
300033,同花顺,同花顺:公司章程(202604),公司章程,2026-04-08,https://data.eastmoney.com/notices/detail/300033/AN202604071821047169.html
003028,振邦智能,振邦智能:关于持股5%以上股东变更名称及其工商登记信息的公告,公司关联方基本资料变更,2026-04-08,https://data.eastmoney.com/notices/detail/003028/AN202604071821047168.html
688820,盛合晶微,盛合晶微:盛合晶微首次公开发行股票并在科创板上市投资风险特别公告,首发投资风险特别公告,2026-04-08,https://data.eastmoney.com/notices/detail/688820/AN202604071821047160.html
688820,盛合晶微,盛合晶微:盛合晶微首次公开发行股票并在科创板上市发行公告,网下发行公告,2026-04-08,https://data.eastmoney.com/notices/detail/688820/AN202604071821047161.html
688820,盛合晶微,盛合晶微:中国国际金融股份有限公司、中信证券股份有限公司关于盛合晶微半导体有限公司首次公开发行股票并在科创板上市参与战略配售的投资者核查的专项核查报告,保荐/核查意见,2026-04-08,https://data.eastmoney.com/notices/detail/688820/AN202604071821047158.html
603293,埃泰克,埃泰克:埃泰克首次公开发行股票并在主板上市网上发行申购情况及中签率公告,网上申购及中签率公告,2026-04-08,https://data.eastmoney.com/notices/detail/603293/AN202604071821047159.html
688820,盛合晶微,盛合晶微:北京市海问律师事务所关于盛合晶微半导体有限公司首次公开发行股票并在科创板上市之参与战略配售的投资者专项核查的法律意见书,法律意见书,2026-04-08,https://data.eastmoney.com/notices/detail/688820/AN202604071821047157.html
688519,南亚新材,南亚新材:部分董事、部分实际控制人及其一致行动人减持股份计划公告,股东/实际控制人股份减持,2026-04-08,https://data.eastmoney.com/notices/detail/688519/AN202604071821047137.html
301680,固德电材,固德电材:东吴证券股份有限公司关于固德电材系统(苏州)股份有限公司使用部分闲置募集资金进行现金管理的核查意见,保荐/核查意见,2026-04-08,https://data.eastmoney.com/notices/detail/301680/AN202604071821047127.html
301680,固德电材,固德电材:关于调整募集资金投资项目拟投入募集资金金额的公告,变更募集资金投资项目,2026-04-08,https://data.eastmoney.com/notices/detail/301680/AN202604071821047126.html
301680,固德电材,固德电材:关于签署股权转让及增资框架协议的公告,签订协议,2026-04-08,https://data.eastmoney.com/notices/detail/301680/AN202604071821047125.html
301680,固德电材,固德电材:东吴证券股份有限公司关于固德电材系统(苏州)股份有限公司调整募集资金投资项目拟投入募集资金金额的核查意见,保荐/核查意见,2026-04-08,https://data.eastmoney.com/notices/detail/301680/AN202604071821047128.html
301680,固德电材,固德电材:东吴证券股份有限公司关于固德电材系统(苏州)股份有限公司使用募集资金向全资子公司增资以实施募投项目的核查意见,保荐/核查意见,2026-04-08,https://data.eastmoney.com/notices/detail/301680/AN202604071821047129.html
688076,ST诺泰,ST诺泰:2026年第一季度业绩预告的自愿性披露公告,业绩预告,2026-04-08,https://data.eastmoney.com/notices/detail/688076/AN202604071821047101.html
688695,中创股份,中创股份:关于涉及诉讼的公告,诉讼仲裁,2026-04-08,https://data.eastmoney.com/notices/detail/688695/AN202604071821047102.html
301680,固德电材,固德电材:关于使用部分闲置募集资金进行现金管理的公告,投资理财,2026-04-08,https://data.eastmoney.com/notices/detail/301680/AN202604071821047088.html
301680,固德电材,固德电材:第五届董事会第十七次会议决议公告,董事会决议公告,2026-04-08,https://data.eastmoney.com/notices/detail/301680/AN202604071821047089.html
002496,*ST辉丰,*ST辉丰:关于公司股票可能被终止上市的风险提示公告,终止上市风险提示,2026-04-08,https://data.eastmoney.com/notices/detail/002496/AN202604071821047086.html
301680,固德电材,固德电材:关于使用募集资金向全资子公司增资以实施募投项目的公告,增资扩股,2026-04-08,https://data.eastmoney.com/notices/detail/301680/AN202604071821047087.html
301680,固德电材,固德电材:公司章程(2026年4月),公司章程,2026-04-08,https://data.eastmoney.com/notices/detail/301680/AN202604071821047085.html
301680,固德电材,固德电材:关于变更公司注册资本、公司类型、修订公司章程并办理工商变更登记的公告,公司注册资本变更,2026-04-08,https://data.eastmoney.com/notices/detail/301680/AN202604071821047090.html
301680,固德电材,固德电材:关于召开2026年第一次临时股东会的通知,召开股东大会通知,2026-04-08,https://data.eastmoney.com/notices/detail/301680/AN202604071821047091.html
600350,山东高速,山东高速:山东高速股份有限公司第七届董事会第一次会议决议公告,高管人员任职变动,2026-04-08,https://data.eastmoney.com/notices/detail/600350/AN202604071821047075.html
688289,圣湘生物,圣湘生物:圣湘生物科技股份有限公司关于拟注册和发行中期票据的公告,其他,2026-04-08,https://data.eastmoney.com/notices/detail/688289/AN202604071821047069.html
688289,圣湘生物,圣湘生物:圣湘生物科技股份有限公司关于召开2026年第二次临时股东会的通知,召开股东大会通知,2026-04-08,https://data.eastmoney.com/notices/detail/688289/AN202604071821047070.html
688599,天合光能,天合光能:天合光能股份有限公司2026年员工持股计划第一次持有人会议决议公告,员工持股计划,2026-04-08,https://data.eastmoney.com/notices/detail/688599/AN202604071821047071.html
000975,山金国际,山金国际:2026年第一季度业绩预增公告,业绩预告,2026-04-08,https://data.eastmoney.com/notices/detail/000975/AN202604071821047035.html
002847,盐津铺子,盐津铺子:关于“质量回报双提升”行动方案的进展公告,其他,2026-04-08,https://data.eastmoney.com/notices/detail/002847/AN202604071821047037.html
002847,盐津铺子,盐津铺子:公司章程,公司章程,2026-04-08,https://data.eastmoney.com/notices/detail/002847/AN202604071821047039.html
002496,*ST辉丰,*ST辉丰:2025年度业绩预告修正公告,业绩预告,2026-04-08,https://data.eastmoney.com/notices/detail/002496/AN202604071821047043.html
002847,盐津铺子,盐津铺子:关于召开2025年度业绩说明会的公告,其他,2026-04-08,https://data.eastmoney.com/notices/detail/002847/AN202604071821047048.html
002847,盐津铺子,盐津铺子:关于回购注销部分2023年第一期和第二期限制性股票激励计划激励对象已获授但尚未解除限售限制性股票的公告,回购进展情况,2026-04-08,https://data.eastmoney.com/notices/detail/002847/AN202604071821047044.html
000050,深天马A,深天马Ａ:关于控股股东自愿承诺不减持公司股份的公告,其他,2026-04-08,https://data.eastmoney.com/notices/detail/000050/AN202604071821047041.html
002847,盐津铺子,盐津铺子:非经营性资金占用及其他关联资金往来情况汇总表,资金占用,2026-04-08,https://data.eastmoney.com/notices/detail/002847/AN202604071821047040.html
002847,盐津铺子,盐津铺子:关于2025年度利润分配预案的公告,分配预案,2026-04-08,https://data.eastmoney.com/notices/detail/002847/AN202604071821047049.html
002847,盐津铺子,盐津铺子:关于向银行申请授信额度的公告,借贷,2026-04-08,https://data.eastmoney.com/notices/detail/002847/AN202604071821047050.html
002847,盐津铺子,盐津铺子:关于2026年度日常关联交易预计的公告,关联交易,2026-04-08,https://data.eastmoney.com/notices/detail/002847/AN202604071821047046.html
002847,盐津铺子,盐津铺子:2025年年度报告摘要,年度报告摘要,2026-04-08,https://data.eastmoney.com/notices/detail/002847/AN202604071821047032.html
002847,盐津铺子,盐津铺子:2025年度独立董事述职报告(张喻),独立董事述职报告,2026-04-08,https://data.eastmoney.com/notices/detail/002847/AN202604071821047036.html
002847,盐津铺子,盐津铺子:董事会关于独立董事独立性自查情况的专项意见,专项说明/独立意见,2026-04-08,https://data.eastmoney.com/notices/detail/002847/AN202604071821047034.html
002847,盐津铺子,盐津铺子:关于拟续聘2026年度会计师事务所的公告,审计机构变更,2026-04-08,https://data.eastmoney.com/notices/detail/002847/AN202604071821047033.html
002847,盐津铺子,盐津铺子:关于授权董事会制定2026年中期分红方案的公告,分配预案,2026-04-08,https://data.eastmoney.com/notices/detail/002847/AN202604071821047047.html
300688,创业黑马,创业黑马:关于2025年度拟不进行利润分配的公告,分配预案,2026-04-08,https://data.eastmoney.com/notices/detail/300688/AN202604071821047004.html
300688,创业黑马,创业黑马:第四届董事会第十八次会议决议公告,分配预案,2026-04-08,https://data.eastmoney.com/notices/detail/300688/AN202604071821047012.html
300688,创业黑马,创业黑马:关于召开2025年度股东会的通知,召开股东大会通知,2026-04-08,https://data.eastmoney.com/notices/detail/300688/AN202604071821047007.html
300688,创业黑马,创业黑马:2025年度营业收入扣除情况的专项审核意见,专项说明/独立意见,2026-04-08,https://data.eastmoney.com/notices/detail/300688/AN202604071821047011.html
